Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
CA-2017-316800,8/29/2019,8/31/2019,Second Class,ID-28102,Corporate,United States,Phoenix,Texas,South,Furniture,Tables,917.94,6,0,112.85
CA-2016-293079,10/12/2017,10/19/2017,Second Class,ID-13864,Corporate,United States,Houston,Florida,Central,Office Supplies,Binders,160.44,4,0,-7.6
CA-2016-899484,6/7/2019,6/12/2019,First Class,ID-89377,Home Office,United States,Phoenix,Texas,East,Furniture,Chairs,365.67,8,0.1,33.22
CA-2019-846606,8/23/2019,8/26/2019,Second Class,ID-60785,Corporate,United States,Houston,Texas,East,Furniture,Phones,41.91,1,0.2,9.39
CA-2017-878427,10/6/2019,10/8/2019,Second Class,ID-18668,Consumer,United States,Houston,Illinois,South,Technology,Binders,868.11,4,0.3,37.64
CA-2016-737460,2/18/2018,2/24/2018,First Class,ID-61662,Home Office,United States,Phoenix,Illinois,West,Technology,Chairs,457.09,1,0.1,44.22
CA-2019-870881,3/21/2016,3/26/2016,Same Day,ID-77649,Home Office,United States,New York,Texas,Central,Office Supplies,Accessories,885.55,5,0.3,-20.71
CA-2018-742917,4/21/2016,4/27/2016,Second Class,ID-70762,Home Office,United States,Houston,California,West,Furniture,Tables,938.46,9,0.1,48.33
CA-2018-572788,2/21/2016,2/23/2016,Same Day,ID-87373,Home Office,United States,Los Angeles,Florida,West,Office Supplies,Binders,694.8,3,0,-44.14
CA-2019-764873,1/13/2018,1/14/2018,Same Day,ID-77065,Home Office,United States,Los Angeles,Florida,South,Furniture,Phones,913.13,10,0.1,-28.89
CA-2017-287555,12/29/2019,12/30/2019,Same Day,ID-50378,Corporate,United States,Houston,New York,East,Furniture,Phones,960.83,1,0.2,-73.11
CA-2019-996963,10/18/2018,10/23/2018,Standard Class,ID-89689,Corporate,United States,Los Angeles,Texas,South,Office Supplies,Accessories,447.46,10,0,-0.95
CA-2018-749871,7/11/2019,7/16/2019,Second Class,ID-16411,Consumer,United States,Los Angeles,California,Central,Furniture,Phones,855.29,10,0.2,22.2
CA-2016-151413,8/11/2016,8/15/2016,Second Class,ID-31146,Home Office,United States,Chicago,Illinois,East,Office Supplies,Tables,366.59,1,0,76.03
CA-2018-486473,2/15/2018,2/22/2018,Standard Class,ID-66010,Home Office,United States,New York,New York,South,Furniture,Chairs,697.67,5,0.2,61.85
CA-2017-829630,3/4/2017,3/9/2017,Standard Class,ID-24326,Home Office,United States,Phoenix,California,South,Technology,Tables,934.55,5,0.3,93.9
CA-2018-372273,12/12/2018,12/17/2018,First Class,ID-27001,Home Office,United States,Phoenix,Florida,South,Office Supplies,Phones,884.83,4,0.2,206.49
CA-2016-223949,2/19/2016,2/23/2016,Standard Class,ID-37175,Home Office,United States,Houston,Florida,West,Office Supplies,Binders,564.81,4,0,88.25
CA-2018-366776,5/18/2016,5/21/2016,First Class,ID-76412,Home Office,United States,Chicago,California,West,Technology,Binders,347.95,10,0,81.01
CA-2017-446569,11/23/2017,11/29/2017,Same Day,ID-72193,Consumer,United States,Los Angeles,Florida,East,Technology,Accessories,893.14,9,0.2,60.72
CA-2019-878656,4/24/2016,5/1/2016,First Class,ID-84048,Home Office,United States,Chicago,Illinois,West,Furniture,Tables,688.64,6,0,198.22
CA-2018-981578,3/4/2016,3/7/2016,Same Day,ID-92118,Home Office,United States,Los Angeles,Illinois,South,Furniture,Tables,125.68,5,0.2,18.49
CA-2018-533973,6/26/2016,6/30/2016,Second Class,ID-58704,Corporate,United States,Chicago,Texas,Central,Furniture,Chairs,380.47,1,0.1,90.86
CA-2019-630573,2/21/2016,2/28/2016,Same Day,ID-75543,Consumer,United States,Los Angeles,New York,South,Technology,Tables,317.26,6,0.1,59.33
CA-2016-962074,11/23/2018,11/29/2018,Second Class,ID-36894,Home Office,United States,New York,Florida,South,Technology,Tables,124.68,5,0,21.8
CA-2016-449479,8/14/2018,8/15/2018,Standard Class,ID-78233,Home Office,United States,Chicago,California,Central,Technology,Phones,327.67,4,0.2,2.79
CA-2018-910326,6/22/2018,6/28/2018,Standard Class,ID-45737,Consumer,United States,Los Angeles,New York,West,Furniture,Tables,564.03,2,0.1,59.4
CA-2018-384218,10/16/2016,10/22/2016,First Class,ID-85246,Consumer,United States,Los Angeles,California,Central,Technology,Binders,545.17,1,0.1,-43.38
CA-2016-211072,2/24/2018,2/25/2018,Standard Class,ID-65897,Corporate,United States,Los Angeles,Illinois,South,Technology,Binders,319.32,4,0,92.43
CA-2019-695370,9/26/2016,9/27/2016,Same Day,ID-22748,Corporate,United States,Chicago,Florida,South,Furniture,Phones,152.28,10,0.2,32.3
CA-2019-292259,12/3/2019,12/9/2019,First Class,ID-52567,Corporate,United States,Houston,California,West,Office Supplies,Chairs,357.93,8,0.1,4.16
CA-2018-733801,3/22/2019,3/24/2019,Standard Class,ID-63174,Home Office,United States,New York,New York,West,Office Supplies,Tables,466.37,10,0.3,-1.49
CA-2017-674566,11/21/2016,11/25/2016,Same Day,ID-18658,Corporate,United States,Los Angeles,Illinois,South,Office Supplies,Tables,789.45,9,0.1,-21.86
CA-2016-875282,12/28/2019,1/2/2020,Same Day,ID-24984,Home Office,United States,Phoenix,Florida,Central,Technology,Chairs,823.8,3,0.2,186.08
CA-2016-727320,8/10/2016,8/16/2016,Same Day,ID-52914,Corporate,United States,New York,California,East,Furniture,Tables,904.22,1,0.1,133.75
CA-2019-657062,8/19/2017,8/23/2017,Same Day,ID-35646,Consumer,United States,Chicago,New York,Central,Office Supplies,Binders,990.39,10,0,143.21
CA-2019-988811,9/18/2016,9/25/2016,First Class,ID-18180,Corporate,United States,Phoenix,California,West,Technology,Tables,822.55,6,0,201.11
CA-2016-346668,6/3/2018,6/9/2018,Same Day,ID-91948,Corporate,United States,Houston,Florida,South,Office Supplies,Tables,219.1,3,0.3,-6.81
CA-2019-984293,1/7/2018,1/14/2018,Same Day,ID-30220,Corporate,United States,Los Angeles,Texas,West,Furniture,Chairs,152.56,8,0.3,30.97
CA-2017-188776,10/8/2016,10/14/2016,Same Day,ID-69772,Home Office,United States,Phoenix,Florida,East,Office Supplies,Tables,429.88,8,0.3,12.68
CA-2017-545405,5/23/2019,5/24/2019,Same Day,ID-41031,Home Office,United States,Phoenix,New York,South,Technology,Tables,373.3,1,0.3,47.55
CA-2016-708455,9/13/2018,9/19/2018,Standard Class,ID-28623,Home Office,United States,Phoenix,New York,South,Technology,Chairs,528.12,10,0,-1.01
CA-2016-817303,7/21/2019,7/26/2019,First Class,ID-90352,Consumer,United States,Chicago,Illinois,West,Office Supplies,Accessories,517.54,8,0.2,28.32
CA-2018-403257,12/9/2016,12/10/2016,First Class,ID-83886,Corporate,United States,New York,Florida,East,Technology,Chairs,659.76,5,0,9.72
CA-2016-232981,11/1/2018,11/2/2018,First Class,ID-43036,Consumer,United States,Phoenix,New York,Central,Office Supplies,Chairs,744.01,10,0.1,176.81
CA-2017-791174,7/3/2018,7/6/2018,Second Class,ID-44242,Home Office,United States,Los Angeles,Florida,East,Technology,Chairs,349.42,2,0.1,43.47
CA-2017-978302,10/12/2018,10/19/2018,Same Day,ID-60222,Consumer,United States,Houston,Texas,East,Technology,Binders,63.78,5,0,-5.04
CA-2019-518114,9/2/2018,9/5/2018,Same Day,ID-79798,Consumer,United States,Houston,Florida,South,Office Supplies,Phones,535.14,7,0,8.3
CA-2019-500560,10/21/2019,10/24/2019,Standard Class,ID-22761,Home Office,United States,Chicago,Florida,Central,Office Supplies,Binders,274.42,2,0.2,35.51
CA-2019-583507,10/14/2019,10/20/2019,Second Class,ID-98065,Home Office,United States,Los Angeles,Illinois,Central,Technology,Phones,320.14,1,0,74.49
CA-2016-531225,7/19/2016,7/24/2016,Standard Class,ID-99849,Corporate,United States,Chicago,Texas,Central,Office Supplies,Phones,43.7,10,0,-3.38
CA-2017-728500,7/30/2019,7/31/2019,Standard Class,ID-21322,Home Office,United States,Los Angeles,Florida,East,Furniture,Phones,260.8,8,0,40.56
CA-2018-906731,5/24/2018,5/30/2018,First Class,ID-43729,Consumer,United States,New York,New York,West,Office Supplies,Accessories,339.33,1,0.2,76.62
CA-2018-286572,6/21/2018,6/22/2018,Same Day,ID-36302,Home Office,United States,Houston,Texas,South,Furniture,Phones,545.23,7,0.1,71.44
CA-2016-563031,6/14/2017,6/15/2017,Standard Class,ID-19557,Consumer,United States,Phoenix,New York,South,Furniture,Accessories,157.37,1,0,26.1
CA-2018-258971,12/4/2019,12/7/2019,Same Day,ID-85319,Consumer,United States,Phoenix,Florida,South,Office Supplies,Accessories,845.61,2,0.1,-75.1
CA-2019-227091,3/7/2019,3/12/2019,First Class,ID-53704,Home Office,United States,Chicago,Florida,West,Technology,Chairs,371.7,6,0,87.9
CA-2018-779259,2/19/2017,2/21/2017,Standard Class,ID-60353,Home Office,United States,Los Angeles,New York,South,Furniture,Binders,491.64,8,0.1,-19.48
CA-2017-126596,4/29/2019,5/1/2019,Same Day,ID-60956,Consumer,United States,Phoenix,New York,South,Technology,Accessories,966.91,1,0,34.53
CA-2018-926045,3/28/2016,4/1/2016,Standard Class,ID-37745,Home Office,United States,Phoenix,Florida,East,Technology,Tables,240.66,2,0,46.73
CA-2019-785592,2/9/2016,2/13/2016,Standard Class,ID-41808,Home Office,United States,Los Angeles,California,East,Technology,Chairs,905.62,2,0.3,91.6
CA-2016-957525,8/5/2016,8/6/2016,Same Day,ID-87984,Home Office,United States,Los Angeles,California,East,Office Supplies,Binders,813.41,7,0.2,-33.63
CA-2017-437211,3/12/2017,3/19/2017,Standard Class,ID-87736,Consumer,United States,Chicago,California,West,Office Supplies,Phones,759.97,3,0.2,73.79
CA-2019-355479,4/6/2019,4/7/2019,Second Class,ID-23102,Home Office,United States,Phoenix,Florida,East,Furniture,Accessories,89.92,1,0.1,21.89
CA-2018-536440,11/21/2019,11/28/2019,Same Day,ID-26632,Consumer,United States,Los Angeles,New York,South,Office Supplies,Phones,938.71,10,0,130.02
CA-2019-741780,6/29/2016,7/5/2016,First Class,ID-55593,Corporate,United States,New York,Illinois,East,Furniture,Chairs,986.74,2,0.2,193.47
CA-2017-586765,7/6/2019,7/12/2019,Second Class,ID-46231,Consumer,United States,Los Angeles,California,East,Technology,Accessories,502.54,3,0,-39.39
CA-2018-398911,3/5/2017,3/9/2017,First Class,ID-53816,Home Office,United States,Houston,California,West,Technology,Chairs,925.61,3,0.1,178.44
CA-2019-639915,8/25/2016,8/26/2016,Second Class,ID-68303,Home Office,United States,Phoenix,New York,South,Furniture,Binders,237.76,2,0.2,-1.69
CA-2017-873584,4/24/2018,5/1/2018,Second Class,ID-59221,Consumer,United States,New York,Florida,South,Furniture,Accessories,153.49,10,0.3,-3.09
CA-2018-243030,7/26/2018,8/1/2018,Second Class,ID-92840,Corporate,United States,Chicago,Texas,Central,Furniture,Chairs,695.29,1,0.2,-25.25
CA-2019-580854,5/6/2018,5/8/2018,First Class,ID-38816,Corporate,United States,Phoenix,Texas,East,Technology,Tables,856.45,2,0.3,145.56
CA-2019-326956,4/26/2019,4/30/2019,Same Day,ID-46591,Consumer,United States,Houston,Texas,East,Office Supplies,Accessories,583.67,10,0.1,139.47
CA-2016-538065,3/31/2016,4/1/2016,Same Day,ID-76088,Consumer,United States,Houston,Illinois,South,Office Supplies,Chairs,457.92,4,0,56.5
CA-2016-826830,4/12/2018,4/14/2018,Second Class,ID-56976,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,170.18,8,0,49.45
CA-2019-909327,10/10/2016,10/17/2016,Same Day,ID-34241,Corporate,United States,Houston,California,West,Office Supplies,Binders,535.61,5,0.3,75.42
CA-2017-925954,11/3/2019,11/4/2019,First Class,ID-17184,Home Office,United States,Chicago,California,West,Office Supplies,Binders,470.7,1,0.2,17.54
CA-2016-687997,12/23/2019,12/30/2019,Second Class,ID-28141,Corporate,United States,Los Angeles,Illinois,West,Technology,Accessories,740.01,10,0.1,134.05
CA-2017-436030,12/23/2017,12/26/2017,Same Day,ID-46325,Consumer,United States,New York,New York,Central,Office Supplies,Accessories,506.44,2,0.3,65.2
CA-2018-573933,6/25/2019,6/28/2019,Standard Class,ID-34687,Corporate,United States,New York,California,South,Furniture,Binders,958.67,2,0,-32.68
CA-2016-830943,10/30/2016,11/3/2016,Second Class,ID-36772,Home Office,United States,New York,New York,South,Technology,Tables,932.4,8,0.2,50.76
CA-2016-405677,1/22/2017,1/23/2017,Standard Class,ID-40451,Home Office,United States,Chicago,Florida,Central,Technology,Binders,491.29,9,0.3,28.61
CA-2017-927691,9/19/2017,9/21/2017,First Class,ID-39724,Corporate,United States,Chicago,New York,West,Furniture,Binders,291.54,3,0.1,48.47
CA-2018-291134,12/25/2016,1/1/2017,Second Class,ID-31135,Consumer,United States,New York,California,Central,Technology,Phones,446.48,6,0.1,-7.21
CA-2016-797883,10/11/2017,10/14/2017,Second Class,ID-58878,Corporate,United States,Phoenix,Texas,Central,Furniture,Chairs,410.52,8,0.1,103.12
CA-2018-263633,1/9/2016,1/15/2016,First Class,ID-94835,Home Office,United States,Chicago,Florida,Central,Technology,Phones,801.58,8,0.2,112.64
CA-2019-142027,10/12/2016,10/18/2016,Standard Class,ID-50380,Consumer,United States,Houston,Illinois,East,Office Supplies,Binders,101.56,1,0.1,12.19
CA-2017-919234,7/23/2017,7/25/2017,Standard Class,ID-20956,Home Office,United States,Houston,California,South,Furniture,Accessories,324.58,10,0,85.49
CA-2018-516869,10/29/2016,11/4/2016,Same Day,ID-58448,Corporate,United States,Chicago,California,Central,Office Supplies,Binders,315,8,0,-4.32
CA-2019-877548,5/1/2018,5/8/2018,Same Day,ID-47831,Consumer,United States,Houston,Florida,East,Technology,Tables,95.22,4,0.2,6.84
CA-2018-169327,4/24/2019,5/1/2019,Same Day,ID-21593,Consumer,United States,Houston,New York,South,Furniture,Tables,467.5,10,0.1,-8.54
CA-2019-403524,2/8/2019,2/12/2019,Standard Class,ID-49582,Home Office,United States,Chicago,Florida,South,Furniture,Chairs,793.31,3,0.2,12.74
CA-2019-230208,9/1/2019,9/7/2019,First Class,ID-64677,Consumer,United States,Houston,Texas,West,Furniture,Binders,498.12,2,0.2,52.77
CA-2019-370439,7/10/2019,7/16/2019,Same Day,ID-25674,Corporate,United States,Phoenix,Illinois,West,Office Supplies,Phones,585.84,3,0.2,39.56
CA-2017-474745,11/30/2016,12/1/2016,First Class,ID-57338,Corporate,United States,Chicago,California,Central,Office Supplies,Tables,642.56,2,0.1,119.46
CA-2017-901834,7/12/2016,7/17/2016,Second Class,ID-81265,Corporate,United States,Chicago,New York,Central,Technology,Binders,104.88,10,0.2,19.24
CA-2016-243601,11/27/2018,11/30/2018,First Class,ID-73556,Corporate,United States,Chicago,Texas,West,Furniture,Phones,508.35,4,0,34.03
CA-2016-222227,9/25/2016,9/26/2016,Same Day,ID-55640,Corporate,United States,Chicago,Texas,South,Technology,Tables,765.95,6,0.1,126.81
CA-2016-880623,8/30/2016,9/1/2016,Second Class,ID-28659,Home Office,United States,Los Angeles,New York,East,Furniture,Phones,981.3,7,0,-67.62
CA-2019-894122,6/2/2018,6/3/2018,Second Class,ID-24131,Consumer,United States,Phoenix,Illinois,West,Office Supplies,Chairs,909.44,1,0,18.79
CA-2016-891203,7/16/2016,7/23/2016,Standard Class,ID-88878,Consumer,United States,Phoenix,Texas,East,Technology,Binders,38.97,3,0.2,8.71
CA-2018-469311,11/24/2016,12/1/2016,Second Class,ID-76179,Home Office,United States,New York,California,West,Technology,Phones,718.65,5,0.1,168.59
CA-2016-860583,7/21/2016,7/23/2016,Same Day,ID-58033,Home Office,United States,Phoenix,Texas,South,Technology,Chairs,189.04,6,0.3,9.21
CA-2017-527376,8/19/2016,8/26/2016,First Class,ID-26202,Corporate,United States,New York,Illinois,East,Office Supplies,Binders,707.68,9,0,-47.49
CA-2019-221343,2/27/2018,3/2/2018,Same Day,ID-88694,Home Office,United States,Chicago,Florida,East,Technology,Accessories,297.68,7,0.1,65.02
CA-2019-812120,1/22/2018,1/24/2018,Standard Class,ID-98363,Corporate,United States,New York,Florida,South,Technology,Chairs,128.03,7,0.3,15.95
CA-2016-877447,12/11/2016,12/12/2016,First Class,ID-36094,Corporate,United States,Los Angeles,Illinois,South,Furniture,Phones,839.73,8,0.2,138.34
CA-2018-893041,8/11/2019,8/15/2019,First Class,ID-72367,Home Office,United States,Phoenix,Florida,South,Technology,Binders,155.9,8,0,-7.97
CA-2019-621429,4/17/2017,4/23/2017,Second Class,ID-13895,Consumer,United States,New York,California,South,Technology,Chairs,972.35,7,0.2,-30.26
CA-2016-897097,6/5/2016,6/11/2016,Same Day,ID-71082,Consumer,United States,Chicago,Florida,South,Technology,Binders,547.01,9,0,153.73
CA-2016-551313,8/31/2016,9/4/2016,Same Day,ID-51229,Corporate,United States,Houston,Florida,West,Furniture,Phones,561.1,5,0.1,48.78
CA-2017-427637,3/7/2018,3/11/2018,Standard Class,ID-84560,Home Office,United States,Houston,Illinois,South,Office Supplies,Tables,855.81,9,0,48.4
CA-2019-719755,2/12/2018,2/17/2018,First Class,ID-47281,Corporate,United States,New York,California,West,Furniture,Binders,355.39,10,0,73.24
CA-2018-499060,7/18/2016,7/22/2016,First Class,ID-56840,Corporate,United States,Chicago,California,East,Furniture,Phones,651.6,10,0,172.12
CA-2016-419723,8/22/2016,8/25/2016,Second Class,ID-12583,Home Office,United States,Chicago,California,South,Technology,Accessories,572.37,7,0.2,-42.05
CA-2019-716551,2/15/2016,2/18/2016,Same Day,ID-84757,Corporate,United States,Chicago,Illinois,West,Office Supplies,Chairs,693.96,4,0.2,54.79
CA-2018-274721,6/13/2019,6/16/2019,First Class,ID-67146,Consumer,United States,Houston,California,East,Office Supplies,Binders,57.06,10,0.3,8.86
CA-2016-852570,3/30/2019,3/31/2019,First Class,ID-45830,Consumer,United States,Phoenix,Illinois,South,Office Supplies,Phones,353.84,2,0.2,28.83
CA-2018-553939,9/20/2019,9/25/2019,First Class,ID-36224,Corporate,United States,Houston,New York,South,Technology,Tables,188.79,1,0.1,22.21
CA-2017-792905,8/15/2018,8/18/2018,Same Day,ID-84202,Home Office,United States,New York,Illinois,East,Office Supplies,Accessories,156.27,3,0.2,29.71
CA-2019-434132,5/11/2016,5/17/2016,Second Class,ID-64059,Corporate,United States,Chicago,Texas,Central,Technology,Tables,243.77,4,0,-9.75
CA-2016-357516,9/27/2017,10/1/2017,Same Day,ID-83377,Corporate,United States,Houston,California,East,Furniture,Binders,145.07,5,0.2,18.97
CA-2017-775591,3/27/2016,4/2/2016,Same Day,ID-12609,Consumer,United States,New York,New York,Central,Furniture,Accessories,897.81,2,0.3,174.25
CA-2017-347507,8/17/2016,8/22/2016,Standard Class,ID-78414,Home Office,United States,Phoenix,Illinois,Central,Office Supplies,Chairs,245.7,2,0.2,6.23
CA-2019-944986,4/28/2017,5/2/2017,Second Class,ID-28910,Consumer,United States,Los Angeles,Texas,Central,Office Supplies,Accessories,261.76,10,0,25.17
CA-2018-833602,8/19/2016,8/22/2016,Same Day,ID-72240,Home Office,United States,Los Angeles,New York,East,Office Supplies,Accessories,718.51,5,0,113.64
CA-2016-982348,9/18/2019,9/25/2019,Standard Class,ID-98027,Consumer,United States,Chicago,Illinois,South,Office Supplies,Binders,904.13,2,0.1,197.78
CA-2019-108248,3/15/2018,3/18/2018,First Class,ID-21829,Consumer,United States,Chicago,Texas,East,Office Supplies,Binders,880.67,7,0,8.47
CA-2016-963185,10/3/2018,10/7/2018,Same Day,ID-53610,Home Office,United States,Houston,California,East,Technology,Binders,511.27,6,0.3,50.41
CA-2018-575279,11/24/2019,11/25/2019,Standard Class,ID-94066,Home Office,United States,Los Angeles,Florida,East,Furniture,Accessories,208.07,5,0.2,21.69
CA-2016-265488,5/26/2017,5/31/2017,Second Class,ID-87858,Home Office,United States,Houston,New York,South,Office Supplies,Phones,268.07,10,0.2,47.14
CA-2017-188498,4/28/2018,5/1/2018,Second Class,ID-61576,Corporate,United States,Phoenix,Texas,West,Furniture,Tables,650.64,4,0,188.46
CA-2017-374499,12/7/2019,12/14/2019,Second Class,ID-16525,Corporate,United States,Phoenix,Florida,Central,Furniture,Chairs,958.45,3,0,-90.43
CA-2019-910926,7/18/2018,7/25/2018,Same Day,ID-25533,Consumer,United States,Los Angeles,Texas,Central,Office Supplies,Accessories,388.25,7,0.1,48.93
CA-2018-862008,10/18/2019,10/20/2019,Same Day,ID-33641,Corporate,United States,Los Angeles,California,Central,Office Supplies,Phones,621.5,4,0.2,66.21
CA-2019-189903,1/22/2016,1/26/2016,Second Class,ID-52368,Home Office,United States,Houston,Texas,South,Technology,Accessories,738.74,5,0,-45.72
CA-2016-154644,11/12/2017,11/14/2017,Same Day,ID-56439,Home Office,United States,Phoenix,California,West,Office Supplies,Tables,623.46,5,0.3,73.54
CA-2017-686741,3/25/2016,3/30/2016,Second Class,ID-44116,Consumer,United States,Phoenix,Florida,Central,Office Supplies,Phones,98.75,9,0.3,-2.99
CA-2016-428486,3/31/2016,4/2/2016,Same Day,ID-46831,Home Office,United States,Chicago,Florida,Central,Office Supplies,Tables,831.29,5,0.2,49.42
CA-2017-430870,10/3/2018,10/10/2018,Second Class,ID-82833,Home Office,United States,Houston,California,East,Furniture,Chairs,237.56,1,0.3,0.68
CA-2019-557629,8/25/2016,8/29/2016,Standard Class,ID-67870,Corporate,United States,Phoenix,Florida,South,Office Supplies,Chairs,847.38,3,0,33.76
CA-2017-397917,1/4/2017,1/11/2017,Second Class,ID-76681,Corporate,United States,Phoenix,Illinois,East,Technology,Chairs,530.76,10,0.1,31.8
CA-2016-358114,10/17/2018,10/23/2018,Standard Class,ID-53077,Consumer,United States,Chicago,California,South,Office Supplies,Tables,929.86,2,0.2,-28.63
CA-2016-582589,12/20/2019,12/26/2019,Same Day,ID-69513,Home Office,United States,Chicago,Illinois,West,Office Supplies,Chairs,659.61,8,0.2,147.21
CA-2017-321634,4/9/2016,4/16/2016,First Class,ID-52358,Consumer,United States,New York,Illinois,South,Furniture,Accessories,262.61,4,0.3,-11.82
CA-2017-270855,3/6/2018,3/13/2018,Same Day,ID-47347,Home Office,United States,Los Angeles,California,Central,Office Supplies,Accessories,738.53,5,0.1,28.99
CA-2016-972470,1/22/2018,1/27/2018,Second Class,ID-74175,Corporate,United States,Houston,Florida,Central,Technology,Tables,428.84,7,0.2,49.93
CA-2019-761322,5/22/2018,5/23/2018,Standard Class,ID-77284,Corporate,United States,Houston,Texas,East,Office Supplies,Tables,633.26,9,0,10.31
CA-2019-183029,9/5/2018,9/8/2018,Second Class,ID-26749,Home Office,United States,Chicago,Texas,South,Office Supplies,Tables,57.25,2,0,6.03
CA-2019-533082,7/12/2016,7/16/2016,First Class,ID-56590,Corporate,United States,Phoenix,California,West,Furniture,Accessories,187.76,3,0.3,-10.76
CA-2019-838594,9/1/2017,9/4/2017,Same Day,ID-97852,Corporate,United States,Phoenix,New York,Central,Furniture,Phones,193.24,10,0.2,38.44
CA-2016-554871,12/30/2018,12/31/2018,Standard Class,ID-61764,Consumer,United States,New York,Texas,South,Office Supplies,Accessories,870.09,10,0.3,12.86
CA-2018-824211,10/11/2019,10/17/2019,Same Day,ID-49669,Consumer,United States,Los Angeles,Texas,West,Furniture,Chairs,817.81,4,0,-13.34
CA-2017-781301,5/10/2017,5/14/2017,Second Class,ID-21284,Corporate,United States,Houston,Texas,South,Office Supplies,Chairs,125.29,3,0.3,25.04
CA-2019-120581,7/9/2018,7/14/2018,Second Class,ID-36389,Corporate,United States,Phoenix,Florida,West,Office Supplies,Chairs,111.64,7,0.3,18.71
CA-2018-138815,9/25/2018,9/29/2018,Same Day,ID-77286,Home Office,United States,Phoenix,Florida,East,Technology,Chairs,533.03,7,0.2,51.73
CA-2018-779792,5/4/2018,5/8/2018,Standard Class,ID-74852,Home Office,United States,Chicago,Florida,South,Furniture,Phones,295.13,4,0.3,7.76
CA-2017-632294,3/25/2017,3/30/2017,First Class,ID-88918,Home Office,United States,Houston,Texas,Central,Technology,Accessories,960.21,6,0.3,147.81
CA-2017-752048,2/28/2017,3/3/2017,Standard Class,ID-97432,Corporate,United States,Los Angeles,Texas,East,Furniture,Tables,497.26,7,0.3,7.47
CA-2017-683879,4/6/2016,4/7/2016,First Class,ID-44184,Corporate,United States,Los Angeles,Texas,West,Furniture,Binders,436.31,10,0.1,-20.31
CA-2017-609990,6/12/2017,6/15/2017,First Class,ID-16117,Home Office,United States,Chicago,Texas,West,Technology,Chairs,927.37,8,0.3,185.05
CA-2016-211035,6/4/2019,6/9/2019,Standard Class,ID-83724,Consumer,United States,Phoenix,California,East,Technology,Chairs,872.16,6,0.1,150.19
CA-2019-898977,11/2/2018,11/6/2018,Standard Class,ID-30223,Home Office,United States,Chicago,New York,East,Furniture,Phones,444.72,7,0,-0.83
CA-2019-457900,8/10/2017,8/15/2017,Second Class,ID-21171,Corporate,United States,Chicago,Florida,Central,Technology,Phones,160.1,9,0.3,24.08
CA-2017-940715,5/28/2018,6/1/2018,Same Day,ID-70129,Home Office,United States,Chicago,California,South,Furniture,Chairs,720.45,9,0,-47.61
CA-2018-521161,12/2/2016,12/6/2016,Standard Class,ID-61546,Consumer,United States,Los Angeles,Illinois,West,Technology,Tables,972.93,7,0.3,173.2
CA-2018-856601,10/4/2017,10/7/2017,Standard Class,ID-46671,Home Office,United States,Phoenix,Texas,South,Office Supplies,Phones,888.7,10,0.3,111.35
CA-2019-913066,2/8/2017,2/11/2017,Standard Class,ID-14845,Home Office,United States,Chicago,Florida,East,Technology,Tables,291.09,2,0.2,25.27
CA-2017-124559,2/27/2016,3/5/2016,First Class,ID-41632,Corporate,United States,Houston,Illinois,West,Technology,Chairs,843.17,5,0.2,-34.05
CA-2016-570534,9/2/2017,9/7/2017,Standard Class,ID-69394,Corporate,United States,Los Angeles,Illinois,East,Office Supplies,Binders,291.69,10,0.1,48.76
CA-2017-210338,11/2/2017,11/7/2017,Second Class,ID-57352,Corporate,United States,New York,Texas,South,Office Supplies,Chairs,101.33,7,0.1,8.25
CA-2019-181865,1/26/2018,2/1/2018,Same Day,ID-87101,Home Office,United States,Phoenix,Florida,Central,Technology,Accessories,640.1,8,0.3,86.34
CA-2019-963829,11/29/2016,12/1/2016,Second Class,ID-73539,Home Office,United States,Houston,Texas,West,Technology,Phones,460.88,1,0.1,115.16
CA-2018-224535,5/17/2019,5/24/2019,Same Day,ID-24461,Consumer,United States,Chicago,Illinois,Central,Furniture,Tables,161.77,6,0.2,38.36
CA-2018-408261,9/22/2018,9/23/2018,Second Class,ID-28630,Home Office,United States,Houston,California,Central,Office Supplies,Phones,191.25,8,0,-9.77
CA-2018-170846,4/1/2016,4/5/2016,Same Day,ID-85112,Corporate,United States,Phoenix,Florida,Central,Office Supplies,Accessories,836.12,10,0.1,154.1
CA-2019-898678,7/10/2018,7/16/2018,Same Day,ID-29527,Home Office,United States,Chicago,California,South,Office Supplies,Phones,901.24,6,0,255.26
CA-2019-871660,7/22/2017,7/28/2017,Standard Class,ID-31707,Home Office,United States,New York,Illinois,Central,Technology,Chairs,647.48,2,0.1,164.37
CA-2016-697944,12/4/2018,12/6/2018,Same Day,ID-75881,Consumer,United States,New York,Illinois,East,Furniture,Binders,788.89,4,0.3,-36.52
CA-2018-521315,4/21/2019,4/22/2019,Same Day,ID-13049,Corporate,United States,Houston,Texas,South,Furniture,Tables,324.21,5,0,-17.55
CA-2016-668096,12/10/2016,12/13/2016,Second Class,ID-33942,Corporate,United States,New York,Texas,Central,Office Supplies,Phones,68.32,6,0.1,-5.48
CA-2016-412501,3/9/2018,3/10/2018,First Class,ID-28672,Corporate,United States,Chicago,New York,South,Furniture,Chairs,210.53,10,0.1,18.42
